date;elev_range;landcover_type;NDVI;year
22/03/2001;250-500;Grassland;0.536176733;2001
22/03/2001;500-1000;Grassland;0.532289977;2001
22/03/2001;0-250;Cropland;0.653237296;2001
22/03/2001;250-500;Cropland;0.59772799;2001
22/03/2001;500-1000;Cropland;0.570282468;2001
22/03/2001;0-250;Bare;0.557832513;2001
22/03/2001;250-500;Bare;0.501180286;2001
22/03/2001;500-1000;Bare;0.468602857;2001
22/03/2001;0-250;Wetland;0.468043617;2001
7/04/2001;0-250;Trees;0.618048745;2001
7/04/2001;250-500;Trees;0.609930293;2001
7/04/2001;500-1000;Trees;0.601183872;2001
7/04/2001;0-250;Shrubland;0.581377376;2001
7/04/2001;250-500;Shrubland;0.564195337;2001
7/04/2001;500-1000;Shrubland;0.5251375;2001
7/04/2001;0-250;Grassland;0.579738515;2001
7/04/2001;250-500;Grassland;0.554805737;2001
7/04/2001;500-1000;Grassland;0.566963739;2001
7/04/2001;0-250;Cropland;0.634614587;2001
7/04/2001;250-500;Cropland;0.604735252;2001
7/04/2001;500-1000;Cropland;0.607455589;2001
7/04/2001;0-250;Bare;0.562751066;2001
7/04/2001;250-500;Bare;0.517538013;2001
7/04/2001;500-1000;Bare;0.502349296;2001
7/04/2001;0-250;Wetland;0.49672623;2001
23/04/2001;0-250;Trees;0.726053701;2001
23/04/2001;250-500;Trees;0.780371161;2001
23/04/2001;500-1000;Trees;0.806376235;2001
23/04/2001;0-250;Shrubland;0.640916651;2001
23/04/2001;250-500;Shrubland;0.638337048;2001
23/04/2001;500-1000;Shrubland;0.6598;2001
23/04/2001;0-250;Grassland;0.639431828;2001
23/04/2001;250-500;Grassland;0.657315917;2001
23/04/2001;500-1000;Grassland;0.699124682;2001
23/04/2001;0-250;Cropland;0.652989642;2001
23/04/2001;250-500;Cropland;0.656007009;2001
23/04/2001;500-1000;Cropland;0.702227255;2001
23/04/2001;0-250;Bare;0.602520079;2001
23/04/2001;250-500;Bare;0.599280171;2001
23/04/2001;500-1000;Bare;0.63385;2001
23/04/2001;0-250;Wetland;0.556660112;2001
9/05/2001;0-250;Trees;0.721737775;2001
9/05/2001;250-500;Trees;0.799330956;2001
9/05/2001;500-1000;Trees;0.846216866;2001
9/05/2001;0-250;Shrubland;0.623241129;2001
9/05/2001;250-500;Shrubland;0.621314348;2001
9/05/2001;500-1000;Shrubland;0.6427375;2001
9/05/2001;0-250;Grassland;0.623786783;2001
9/05/2001;250-500;Grassland;0.646996943;2001
9/05/2001;500-1000;Grassland;0.725130224;2001
9/05/2001;0-250;Cropland;0.595806366;2001
9/05/2001;250-500;Cropland;0.600199023;2001
9/05/2001;500-1000;Cropland;0.714161893;2001
9/05/2001;0-250;Bare;0.567838799;2001
9/05/2001;250-500;Bare;0.592311123;2001
9/05/2001;500-1000;Bare;0.634886301;2001
9/05/2001;0-250;Wetland;0.555333714;2001
25/05/2001;0-250;Trees;0.680709867;2001
25/05/2001;250-500;Trees;0.787308084;2001
25/05/2001;500-1000;Trees;0.847409016;2001
25/05/2001;0-250;Shrubland;0.601786789;2001
25/05/2001;250-500;Shrubland;0.618110311;2001
25/05/2001;500-1000;Shrubland;0.6646875;2001
25/05/2001;0-250;Grassland;0.536939925;2001
25/05/2001;250-500;Grassland;0.597354849;2001
25/05/2001;500-1000;Grassland;0.716516523;2001
25/05/2001;0-250;Cropland;0.492175278;2001
25/05/2001;250-500;Cropland;0.517395448;2001
25/05/2001;500-1000;Cropland;0.686874057;2001
25/05/2001;0-250;Bare;0.48657117;2001
25/05/2001;250-500;Bare;0.545356713;2001
25/05/2001;500-1000;Bare;0.643198611;2001
25/05/2001;0-250;Wetland;0.491960458;2001
10/06/2001;0-250;Trees;0.629488697;2001
10/06/2001;250-500;Trees;0.75382702;2001
10/06/2001;500-1000;Trees;0.842232251;2001
10/06/2001;0-250;Shrubland;0.525221299;2001
10/06/2001;250-500;Shrubland;0.564762022;2001
10/06/2001;500-1000;Shrubland;0.6119875;2001
10/06/2001;0-250;Grassland;0.44693382;2001
10/06/2001;250-500;Grassland;0.500843252;2001
10/06/2001;500-1000;Grassland;0.658295339;2001
10/06/2001;0-250;Cropland;0.406980329;2001
10/06/2001;250-500;Cropland;0.41613758;2001
10/06/2001;500-1000;Cropland;0.597787745;2001
10/06/2001;0-250;Bare;0.401042254;2001
10/06/2001;250-500;Bare;0.464622112;2001
10/06/2001;500-1000;Bare;0.571525;2001
10/06/2001;0-250;Wetland;0.433415218;2001
26/06/2001;0-250;Trees;0.590716392;2001
26/06/2001;250-500;Trees;0.710856044;2001
26/06/2001;500-1000;Trees;0.811022288;2001
26/06/2001;0-250;Shrubland;0.477812175;2001
26/06/2001;250-500;Shrubland;0.538939205;2001
26/06/2001;500-1000;Shrubland;0.5952625;2001
26/06/2001;0-250;Grassland;0.378504677;2001
26/06/2001;250-500;Grassland;0.425010404;2001
26/06/2001;500-1000;Grassland;0.56945363;2001
26/06/2001;0-250;Cropland;0.358370151;2001
26/06/2001;250-500;Cropland;0.358299954;2001
26/06/2001;500-1000;Cropland;0.483626264;2001
26/06/2001;0-250;Bare;0.360751635;2001
26/06/2001;250-500;Bare;0.409395157;2001
26/06/2001;500-1000;Bare;0.522075342;2001
26/06/2001;0-250;Wetland;0.430654067;2001
12/07/2001;0-250;Trees;0.583770614;2001
12/07/2001;250-500;Trees;0.710709904;2001
12/07/2001;500-1000;Trees;0.809180404;2001
12/07/2001;0-250;Shrubland;0.461909745;2001
12/07/2001;250-500;Shrubland;0.526000671;2001
12/07/2001;500-1000;Shrubland;0.597425;2001
12/07/2001;0-250;Grassland;0.361611594;2001
12/07/2001;250-500;Grassland;0.410501889;2001
12/07/2001;500-1000;Grassland;0.54488388;2001
12/07/2001;0-250;Cropland;0.326152398;2001
12/07/2001;250-500;Cropland;0.337101918;2001
12/07/2001;500-1000;Cropland;0.44972223;2001
12/07/2001;0-250;Bare;0.346960907;2001
12/07/2001;250-500;Bare;0.388290441;2001
12/07/2001;500-1000;Bare;0.521731944;2001
12/07/2001;0-250;Wetland;0.463017535;2001
28/07/2001;0-250;Trees;0.565615829;2001
28/07/2001;250-500;Trees;0.695304987;2001
28/07/2001;500-1000;Trees;0.802507344;2001
28/07/2001;0-250;Shrubland;0.440226934;2001
28/07/2001;250-500;Shrubland;0.520810154;2001
28/07/2001;500-1000;Shrubland;0.5730375;2001
28/07/2001;0-250;Grassland;0.341737459;2001
28/07/2001;250-500;Grassland;0.397940125;2001
28/07/2001;500-1000;Grassland;0.530337762;2001
28/07/2001;0-250;Cropland;0.300989674;2001
28/07/2001;250-500;Cropland;0.321626771;2001
28/07/2001;500-1000;Cropland;0.430189675;2001
28/07/2001;0-250;Bare;0.330937428;2001
28/07/2001;250-500;Bare;0.373812291;2001
28/07/2001;500-1000;Bare;0.507932877;2001
28/07/2001;0-250;Wetland;0.458370109;2001
13/08/2001;0-250;Trees;0.528702357;2001
13/08/2001;250-500;Trees;0.654233197;2001
13/08/2001;500-1000;Trees;0.756641729;2001
13/08/2001;0-250;Shrubland;0.434547522;2001
13/08/2001;250-500;Shrubland;0.491106488;2001
13/08/2001;500-1000;Shrubland;0.5588125;2001
13/08/2001;0-250;Grassland;0.31697787;2001
13/08/2001;250-500;Grassland;0.371262731;2001
13/08/2001;500-1000;Grassland;0.493142729;2001
13/08/2001;0-250;Cropland;0.273375123;2001
13/08/2001;250-500;Cropland;0.29819858;2001
13/08/2001;500-1000;Cropland;0.410667281;2001
13/08/2001;0-250;Bare;0.310520094;2001
13/08/2001;250-500;Bare;0.341148282;2001
13/08/2001;500-1000;Bare;0.468519444;2001
13/08/2001;0-250;Wetland;0.444554211;2001
29/08/2001;0-250;Trees;0.54361452;2001
29/08/2001;250-500;Trees;0.664012157;2001
29/08/2001;500-1000;Trees;0.769928086;2001
29/08/2001;0-250;Shrubland;0.468954389;2001
29/08/2001;250-500;Shrubland;0.504326034;2001
29/08/2001;500-1000;Shrubland;0.56055;2001
29/08/2001;0-250;Grassland;0.318723598;2001
29/08/2001;250-500;Grassland;0.374265388;2001
29/08/2001;500-1000;Grassland;0.493739497;2001
29/08/2001;0-250;Cropland;0.262898373;2001
29/08/2001;250-500;Cropland;0.290697787;2001
29/08/2001;500-1000;Cropland;0.393596049;2001
29/08/2001;0-250;Bare;0.308465994;2001
29/08/2001;250-500;Bare;0.34692507;2001
29/08/2001;500-1000;Bare;0.470068493;2001
29/08/2001;0-250;Wetland;0.445757266;2001
14/09/2001;0-250;Trees;0.542262905;2001
14/09/2001;250-500;Trees;0.643448484;2001
14/09/2001;500-1000;Trees;0.740598945;2001
14/09/2001;0-250;Shrubland;0.477452306;2001
14/09/2001;250-500;Shrubland;0.494895034;2001
14/09/2001;500-1000;Shrubland;0.54125;2001
14/09/2001;0-250;Grassland;0.31238319;2001
14/09/2001;250-500;Grassland;0.362948539;2001
14/09/2001;500-1000;Grassland;0.475910384;2001
14/09/2001;0-250;Cropland;0.247095714;2001
14/09/2001;250-500;Cropland;0.280954656;2001
14/09/2001;500-1000;Cropland;0.389953969;2001
14/09/2001;0-250;Bare;0.30316124;2001
14/09/2001;250-500;Bare;0.333149678;2001
14/09/2001;500-1000;Bare;0.448098611;2001
14/09/2001;0-250;Wetland;0.412503703;2001
30/09/2001;0-250;Trees;0.549269708;2001
30/09/2001;250-500;Trees;0.649999832;2001
30/09/2001;500-1000;Trees;0.730653217;2001
30/09/2001;0-250;Shrubland;0.486784629;2001
30/09/2001;250-500;Shrubland;0.498560788;2001
30/09/2001;500-1000;Shrubland;0.5499625;2001
30/09/2001;0-250;Grassland;0.334666628;2001
30/09/2001;250-500;Grassland;0.396456501;2001
30/09/2001;500-1000;Grassland;0.498883271;2001
30/09/2001;0-250;Cropland;0.250492069;2001
30/09/2001;250-500;Cropland;0.295825099;2001
30/09/2001;500-1000;Cropland;0.406347803;2001
30/09/2001;0-250;Bare;0.304179258;2001
30/09/2001;250-500;Bare;0.350942177;2001
30/09/2001;500-1000;Bare;0.460475;2001
30/09/2001;0-250;Wetland;0.399472674;2001
16/10/2001;0-250;Trees;0.524035671;2001
16/10/2001;250-500;Trees;0.629925971;2001
16/10/2001;500-1000;Trees;0.697040771;2001
16/10/2001;0-250;Shrubland;0.442858994;2001
16/10/2001;250-500;Shrubland;0.491300786;2001
16/10/2001;500-1000;Shrubland;0.53245;2001
16/10/2001;0-250;Grassland;0.335949588;2001
16/10/2001;250-500;Grassland;0.415432117;2001
16/10/2001;500-1000;Grassland;0.500171751;2001
16/10/2001;0-250;Cropland;0.250755629;2001
16/10/2001;250-500;Cropland;0.305494701;2001
16/10/2001;500-1000;Cropland;0.412433587;2001
16/10/2001;0-250;Bare;0.289919549;2001
16/10/2001;250-500;Bare;0.34711925;2001
16/10/2001;500-1000;Bare;0.458006944;2001
16/10/2001;0-250;Wetland;0.3400265;2001
1/11/2001;0-250;Trees;0.492897876;2001
1/11/2001;250-500;Trees;0.595291437;2001
1/11/2001;500-1000;Trees;0.637480449;2001
1/11/2001;0-250;Shrubland;0.452670576;2001
1/11/2001;250-500;Shrubland;0.458183634;2001
1/11/2001;500-1000;Shrubland;0.476975;2001
1/11/2001;0-250;Grassland;0.328973887;2001
1/11/2001;250-500;Grassland;0.423122823;2001
1/11/2001;500-1000;Grassland;0.507259702;2001
1/11/2001;0-250;Cropland;0.247627247;2001
1/11/2001;250-500;Cropland;0.311862261;2001
1/11/2001;500-1000;Cropland;0.426719549;2001
1/11/2001;0-250;Bare;0.283439885;2001
1/11/2001;250-500;Bare;0.336376673;2001
1/11/2001;500-1000;Bare;0.448425;2001
1/11/2001;0-250;Wetland;0.327995604;2001
17/11/2001;0-250;Trees;0.463574757;2001
17/11/2001;250-500;Trees;0.504825128;2001
17/11/2001;500-1000;Trees;0.509705711;2001
17/11/2001;0-250;Shrubland;0.478401597;2001
17/11/2001;250-500;Shrubland;0.481389914;2001
17/11/2001;500-1000;Shrubland;0.47575;2001
17/11/2001;0-250;Grassland;0.333363374;2001
17/11/2001;250-500;Grassland;0.416554112;2001
17/11/2001;500-1000;Grassland;0.469070631;2001
17/11/2001;0-250;Cropland;0.261188182;2001
17/11/2001;250-500;Cropland;0.330172348;2001
17/11/2001;500-1000;Cropland;0.42670081;2001
17/11/2001;0-250;Bare;0.297734022;2001
17/11/2001;250-500;Bare;0.348187434;2001
17/11/2001;500-1000;Bare;0.421054167;2001
17/11/2001;0-250;Wetland;0.310472283;2001
3/12/2001;0-250;Trees;0.215744534;2001
3/12/2001;250-500;Trees;0.147096335;2001
3/12/2001;500-1000;Trees;0.097775548;2001
3/12/2001;0-250;Shrubland;0.20808593;2001
3/12/2001;250-500;Shrubland;0.07290869;2001
3/12/2001;500-1000;Shrubland;0.0525125;2001
3/12/2001;0-250;Grassland;0.136097406;2001
3/12/2001;250-500;Grassland;0.152423205;2001
3/12/2001;500-1000;Grassland;0.04575057;2001
3/12/2001;0-250;Cropland;0.081892081;2001
3/12/2001;250-500;Cropland;0.137982707;2001
3/12/2001;500-1000;Cropland;0.043271196;2001
3/12/2001;0-250;Bare;0.130848004;2001
3/12/2001;250-500;Bare;0.117196939;2001
3/12/2001;500-1000;Bare;0.055083333;2001
3/12/2001;0-250;Wetland;0.09343574;2001
19/12/2001;0-250;Trees;0.169635141;2001
19/12/2001;250-500;Trees;0.098860816;2001
19/12/2001;500-1000;Trees;0.10933979;2001
19/12/2001;0-250;Shrubland;0.09997805;2001
19/12/2001;250-500;Shrubland;0.110146986;2001
19/12/2001;500-1000;Shrubland;0.0742375;2001
19/12/2001;0-250;Grassland;0.044505867;2001
19/12/2001;250-500;Grassland;0.028372123;2001
19/12/2001;500-1000;Grassland;0.020822718;2001
19/12/2001;0-250;Cropland;0.012685372;2001
19/12/2001;250-500;Cropland;0.003449809;2001
19/12/2001;500-1000;Cropland;0.008682258;2001
19/12/2001;0-250;Bare;0.081170929;2001
19/12/2001;250-500;Bare;0.042476686;2001
19/12/2001;500-1000;Bare;0.030385714;2001
19/12/2001;0-250;Wetland;-0.016804579;2001
1/01/2002;0-250;Trees;0.136344294;2002
1/01/2002;250-500;Trees;0.152212062;2002
1/01/2002;500-1000;Trees;0.119829875;2002
1/01/2002;0-250;Shrubland;0.132859671;2002
1/01/2002;250-500;Shrubland;0.20458125;2002
1/01/2002;500-1000;Shrubland;0.1665;2002
1/01/2002;0-250;Grassland;0.084873552;2002
1/01/2002;250-500;Grassland;0.162067861;2002
1/01/2002;500-1000;Grassland;0.04242329;2002
1/01/2002;0-250;Cropland;0.049182086;2002
1/01/2002;250-500;Cropland;0.088569697;2002
1/01/2002;500-1000;Cropland;0.031047028;2002
1/01/2002;0-250;Bare;0.070185423;2002
1/01/2002;250-500;Bare;0.129356011;2002
1/01/2002;500-1000;Bare;0.061897222;2002
1/01/2002;0-250;Wetland;-0.011227527;2002
17/01/2002;0-250;Trees;0.407974009;2002
17/01/2002;250-500;Trees;0.427056446;2002
17/01/2002;500-1000;Trees;0.419125889;2002
17/01/2002;0-250;Shrubland;0.430067736;2002
17/01/2002;250-500;Shrubland;0.447146004;2002
17/01/2002;500-1000;Shrubland;0.426225;2002
17/01/2002;0-250;Grassland;0.298853806;2002
17/01/2002;250-500;Grassland;0.364667743;2002
17/01/2002;500-1000;Grassland;0.374287893;2002
17/01/2002;0-250;Cropland;0.244578321;2002
17/01/2002;250-500;Cropland;0.299187715;2002
17/01/2002;500-1000;Cropland;0.331412836;2002
17/01/2002;0-250;Bare;0.259106597;2002
17/01/2002;250-500;Bare;0.301149344;2002
17/01/2002;500-1000;Bare;0.359054167;2002
17/01/2002;0-250;Wetland;0.176344894;2002
2/02/2002;0-250;Trees;0.407996243;2002
2/02/2002;250-500;Trees;0.436532348;2002
2/02/2002;500-1000;Trees;0.436403899;2002
2/02/2002;0-250;Shrubland;0.420446283;2002
2/02/2002;250-500;Shrubland;0.434556813;2002
2/02/2002;500-1000;Shrubland;0.417075;2002
2/02/2002;0-250;Grassland;0.322610493;2002
2/02/2002;250-500;Grassland;0.376982056;2002
2/02/2002;500-1000;Grassland;0.396040119;2002
2/02/2002;0-250;Cropland;0.272121401;2002
2/02/2002;250-500;Cropland;0.317800581;2002
2/02/2002;500-1000;Cropland;0.368501332;2002
2/02/2002;0-250;Bare;0.274632067;2002
2/02/2002;250-500;Bare;0.302574436;2002
2/02/2002;500-1000;Bare;0.364466667;2002
2/02/2002;0-250;Wetland;0.229236354;2002
18/02/2002;0-250;Trees;0.420779068;2002
18/02/2002;250-500;Trees;0.42120496;2002
18/02/2002;500-1000;Trees;0.408962336;2002
18/02/2002;0-250;Shrubland;0.430248613;2002
18/02/2002;250-500;Shrubland;0.433456669;2002
18/02/2002;500-1000;Shrubland;0.40305;2002
18/02/2002;0-250;Grassland;0.3595021;2002
18/02/2002;250-500;Grassland;0.395258669;2002
18/02/2002;500-1000;Grassland;0.392818151;2002
18/02/2002;0-250;Cropland;0.334378447;2002
18/02/2002;250-500;Cropland;0.368132955;2002
18/02/2002;500-1000;Cropland;0.384747086;2002
18/02/2002;0-250;Bare;0.321120728;2002
18/02/2002;250-500;Bare;0.333263933;2002
18/02/2002;500-1000;Bare;0.377795833;2002
18/02/2002;0-250;Wetland;0.260925714;2002
6/03/2002;0-250;Trees;0.477542711;2002
6/03/2002;250-500;Trees;0.475153357;2002
6/03/2002;500-1000;Trees;0.469177204;2002
6/03/2002;0-250;Shrubland;0.4750418;2002
6/03/2002;250-500;Shrubland;0.459955395;2002
6/03/2002;500-1000;Shrubland;0.4310625;2002
6/03/2002;0-250;Grassland;0.430427151;2002
6/03/2002;250-500;Grassland;0.461191861;2002
6/03/2002;500-1000;Grassland;0.45896722;2002
6/03/2002;0-250;Cropland;0.438856409;2002
6/03/2002;250-500;Cropland;0.452446037;2002
6/03/2002;500-1000;Cropland;0.458431747;2002
6/03/2002;0-250;Bare;0.395638804;2002
6/03/2002;250-500;Bare;0.391994508;2002
6/03/2002;500-1000;Bare;0.422820548;2002
6/03/2002;0-250;Wetland;0.326918057;2002
22/03/2002;0-250;Trees;0.4301277;2002
22/03/2002;250-500;Trees;0.464872424;2002
22/03/2002;500-1000;Trees;0.44779727;2002
22/03/2002;0-250;Shrubland;0.451919457;2002
22/03/2002;250-500;Shrubland;0.45090066;2002
22/03/2002;500-1000;Shrubland;0.436925;2002
22/03/2002;0-250;Grassland;0.434524484;2002
22/03/2002;250-500;Grassland;0.459551628;2002
22/03/2002;500-1000;Grassland;0.448334457;2002
22/03/2002;0-250;Cropland;0.462799185;2002
22/03/2002;250-500;Cropland;0.452326224;2002
22/03/2002;500-1000;Cropland;0.446716822;2002
22/03/2002;0-250;Bare;0.38440487;2002
22/03/2002;250-500;Bare;0.390439838;2002
22/03/2002;500-1000;Bare;0.411936111;2002
22/03/2002;0-250;Wetland;0.300662643;2002
7/04/2002;0-250;Trees;0.576991362;2002
7/04/2002;250-500;Trees;0.534732944;2002
7/04/2002;500-1000;Trees;0.471308941;2002
7/04/2002;0-250;Shrubland;0.556070527;2002
7/04/2002;250-500;Shrubland;0.541442857;2002
7/04/2002;500-1000;Shrubland;0.5145625;2002
7/04/2002;0-250;Grassland;0.552694303;2002
7/04/2002;250-500;Grassland;0.527881964;2002
7/04/2002;500-1000;Grassland;0.486596675;2002
7/04/2002;0-250;Cropland;0.61528086;2002
7/04/2002;250-500;Cropland;0.573347379;2002
7/04/2002;500-1000;Cropland;0.50026462;2002
7/04/2002;0-250;Bare;0.520858991;2002
7/04/2002;250-500;Bare;0.482514053;2002
7/04/2002;500-1000;Bare;0.464349315;2002
7/04/2002;0-250;Wetland;0.431333889;2002
23/04/2002;0-250;Trees;0.654365913;2002
23/04/2002;250-500;Trees;0.674718824;2002
23/04/2002;500-1000;Trees;0.660396975;2002
23/04/2002;0-250;Shrubland;0.582223609;2002
23/04/2002;250-500;Shrubland;0.573894609;2002
23/04/2002;500-1000;Shrubland;0.584275;2002
23/04/2002;0-250;Grassland;0.567872399;2002
23/04/2002;250-500;Grassland;0.570170697;2002
23/04/2002;500-1000;Grassland;0.570070923;2002
23/04/2002;0-250;Cropland;0.597917207;2002
23/04/2002;250-500;Cropland;0.589541242;2002
23/04/2002;500-1000;Cropland;0.556204408;2002
23/04/2002;0-250;Bare;0.519657424;2002
23/04/2002;250-500;Bare;0.506860134;2002
23/04/2002;500-1000;Bare;0.540021918;2002
23/04/2002;0-250;Wetland;0.46490696;2002
9/05/2002;0-250;Trees;0.698075516;2002
9/05/2002;250-500;Trees;0.770026592;2002
9/05/2002;500-1000;Trees;0.828571559;2002
9/05/2002;0-250;Shrubland;0.606270174;2002
9/05/2002;250-500;Shrubland;0.609364999;2002
9/05/2002;500-1000;Shrubland;0.6510875;2002
9/05/2002;0-250;Grassland;0.56852732;2002
9/05/2002;250-500;Grassland;0.594810073;2002
9/05/2002;500-1000;Grassland;0.66163704;2002
9/05/2002;0-250;Cropland;0.584337041;2002
9/05/2002;250-500;Cropland;0.593134528;2002
9/05/2002;500-1000;Cropland;0.633096495;2002
9/05/2002;0-250;Bare;0.527499359;2002
9/05/2002;250-500;Bare;0.548780295;2002
9/05/2002;500-1000;Bare;0.616715278;2002
9/05/2002;0-250;Wetland;0.49352931;2002
25/05/2002;0-250;Trees;0.681452623;2002
25/05/2002;250-500;Trees;0.766556697;2002
25/05/2002;500-1000;Trees;0.818926383;2002
25/05/2002;0-250;Shrubland;0.582365275;2002
25/05/2002;250-500;Shrubland;0.598718877;2002
25/05/2002;500-1000;Shrubland;0.6454875;2002
25/05/2002;0-250;Grassland;0.538840964;2002
25/05/2002;250-500;Grassland;0.577439378;2002
25/05/2002;500-1000;Grassland;0.682682287;2002
25/05/2002;0-250;Cropland;0.537122295;2002
25/05/2002;250-500;Cropland;0.557491901;2002
25/05/2002;500-1000;Cropland;0.653556345;2002
25/05/2002;0-250;Bare;0.500552926;2002
25/05/2002;250-500;Bare;0.541843755;2002
25/05/2002;500-1000;Bare;0.618233333;2002
25/05/2002;0-250;Wetland;0.499943503;2002
10/06/2002;0-250;Trees;0.674190846;2002
10/06/2002;250-500;Trees;0.773190091;2002
10/06/2002;500-1000;Trees;0.850321498;2002
10/06/2002;0-250;Shrubland;0.575008387;2002
10/06/2002;250-500;Shrubland;0.586915756;2002
10/06/2002;500-1000;Shrubland;0.655825;2002
10/06/2002;0-250;Grassland;0.490743001;2002
10/06/2002;250-500;Grassland;0.558286707;2002
10/06/2002;500-1000;Grassland;0.67951597;2002
10/06/2002;0-250;Cropland;0.482208279;2002
10/06/2002;250-500;Cropland;0.506972952;2002
10/06/2002;500-1000;Cropland;0.627442895;2002
10/06/2002;0-250;Bare;0.454600355;2002
10/06/2002;250-500;Bare;0.513973375;2002
10/06/2002;500-1000;Bare;0.622627778;2002
10/06/2002;0-250;Wetland;0.491780882;2002
26/06/2002;0-250;Trees;0.641534824;2002
26/06/2002;250-500;Trees;0.747992898;2002
26/06/2002;500-1000;Trees;0.83956229;2002
26/06/2002;0-250;Shrubland;0.525498;2002
26/06/2002;250-500;Shrubland;0.561946837;2002
26/06/2002;500-1000;Shrubland;0.6472875;2002
26/06/2002;0-250;Grassland;0.445239288;2002
26/06/2002;250-500;Grassland;0.496238816;2002
26/06/2002;500-1000;Grassland;0.629794395;2002
26/06/2002;0-250;Cropland;0.457481995;2002
26/06/2002;250-500;Cropland;0.451688708;2002
26/06/2002;500-1000;Cropland;0.555966138;2002
